-923.516,246.914,3472.06
0.235826,-0.337132,-0.911443
-1421.83,184.29,3366.29
-1072.43,-225.041,3608.1
-425.203,309.539,3577.82
-774.598,718.869,3336.02
3631.08,1110.71,-368.867
-0.901136,-0.25567,0.350125
3747.88,619.714,-426.785
3766.86,1284.51,107.524
3516.15,1586.91,-316.936
3493.42,951.713,-839.27
93.5464,91.2277,0
94.258,90.5161,0
578.333,587.466,0
822.691,853.11,0
3.81503,0,0
0.00189294,0,0
1,0,0
-635.408,244.69,3488.56
0.411652,-0.36651,-0.834394
-1103,171.77,3289.91
-805.31,-223.992,3610.61
-167.816,317.609,3687.22
-465.506,713.371,3366.52
3664.97,817.97,-361.773
-0.812777,-0.440364,0.38141
3879.81,361.442,-431.031
3781.57,999.822,96.6584
3453.21,1270.58,-290.447
3545.28,640.034,-822.271
89.9001,90.1894,0
90.5896,89.4998,0
575.308,585.318,0
830.003,834.049,0
3.77252,0,0
0.00183457,0,0
2,0,0
-576.035,240.044,3332.74
0.223843,-0.36298,-0.904511
-1075.4,169.444,3237.49
-717.913,-228.858,3485.8
-76.667,310.644,3427.99
-434.157,708.945,3179.68
3522.61,755.502,-359.383
-0.891347,-0.262482,0.369599
3636.22,260.442,-436.987
3669.75,905.364,101.901
3404.39,1239.69,-300.623
3380.08,616.512,-801.823
91.1845,85.878,0
89.982,87.0804,0
570.522,586.697,0
800.089,841.1,0
3.6206,0,0
0.00170239,0,0
3,0,0
-205.159,221.491,3413.41
0.133965,-0.252341,-0.95832
-709.184,137.557,3365.05
-311.979,-267.447,3527.22
298.866,305.426,3461.76
-98.3392,710.43,3299.59
3610.9,387.118,-338.854
-0.956626,-0.12783,0.261774
3655.51,-117.988,-422.484
3729.34,509.312,153.612
3565.22,871.138,-269.448
3493.55,286.008,-817.096
93.3353,88.9487,0
93.8967,88.3873,0
580.373,587.506,0
804.632,854.893,0
3.64737,0,0
0.00166699,0,0
4,0,0
-135.41,214.794,3194.98
0.0432552,-0.256819,-0.965491
-641.947,132.063,3194.29
-232.296,-273.352,3320.49
371.128,297.525,3195.67
-38.5238,702.94,3069.47
3388.09,300.101,-334.997
-0.950743,-0.0546299,0.305129
3389.95,-196.557,-418.126
3537.97,416.933,152.905
3382.61,796.467,-263.227
3241.85,183.561,-811.543
93.2025,89.5654,0
92.0481,88.4109,0
566.747,584.251,0
834.337,851.09,0
3.41782,0,0
0.0015549,0,0
5,0,0
-124.901,232.065,3703.49
0.0640446,-0.262748,-0.962737
-631.281,149.107,3692.44
-224.306,-255.34,3829.9
381.48,315.024,3714.53
-25.4953,719.471,3577.08
3880.16,310.613,-347.296
-0.953676,-0.0682283,0.292997
3894.42,-177.609,-414.558
4022.08,436.368,143.938
3866.42,804.608,-276.977
3737.7,179.087,-841.587
93.394,94.4411,0
93.168,94.6671,0
578.053,580.517,0
839.752,852.425,0
3.90803,0,0
0.00179524,0,0
6,0,0
42.4568,234.909,3751.49
-0.301004,-0.267089,-0.915456
-432.488,157.851,3930.13
-7.43979,-250.821,3909.61
517.402,311.967,3572.84
92.3534,720.639,3593.37
3935.62,146.05,-351.812
-0.921993,0.280361,0.267071
3777.21,-318.302,-411.219
4101.07,223.142,138.42
4101.02,610.732,-268.613
3763.18,68.626,-865.836
88.3091,82.6845,0
86.1514,84.8422,0
562.052,597.149,0
836.748,874.466,0
3.95401,0,0
0.00191295,0,0
7,0,0
311.884,235.543,3859.6
-0.430022,-0.266717,-0.862521
-132.591,159.487,4104.72
284.29,-250.045,4023.52
756.359,311.598,3614.48
339.478,721.13,3695.69
4039.49,-113.927,-341.245
-0.875634,0.391844,0.282352
3814.61,-563.684,-414.484
4210.85,-74.8971,136.005
4261.09,324.421,-262.357
3871.42,-141.55,-824.143
89.491,88.6754,0
87.7803,90.3861,0
566.279,590.969,0
827.391,836.035,0
4.05548,0,0
0.00202671,0,0
8,0,0
340.71,228.323,3604.19
-0.0734306,-0.260542,-0.962666
-162.437,146.96,3664.59
258.485,-259.087,3742.38
843.858,309.685,3543.79
422.936,715.732,3466.01
3778.26,-163.847,-339.676
-0.947443,0.0566114,0.314877
3727.5,-646.966,-405.527
3944.75,-62.1787,143.025
3833.59,336.593,-263.159
3607.18,-282.836,-833.042
91.6375,95.1947,0
91.0922,95.74,0
574.314,579.967,0
830.713,871.619,0
3.79703,0,0
0.00174251,0,0
9,0,0
364.596,219.845,3366.81
-0.106366,-0.252291,-0.961788
-136.433,139.053,3443.42
285.882,-268.531,3503.63
865.624,300.638,3290.21
443.309,708.222,3230
3570.3,-188.775,-333.528
-0.962626,0.107551,0.248562
3493.51,-689.922,-414.079
3707.95,-96.4167,159.591
3641.91,293.515,-264.903
3437.84,-262.276,-814.719
93.0418,89.2721,0
93.6877,88.6262,0
580.176,588.636,0
807.988,852.837,0
3.59082,0,0
0.00163332,0,0
10,0,0
708.334,226.485,3578.29
-0.203556,-0.253897,-0.945569
217.308,147.623,3705.17
642.188,-261.327,3723.51
